shelf_id,floor,x,y
Shelf_77615,2F,55,1
Shelf_77616,3F,59,3
Shelf_77617,3F,32,21
Shelf_77618,3F,31,4
Shelf_77619,2F,47,16
Shelf_77620,3F,13,5
Shelf_77621,2F,48,17
Shelf_77622,3F,53,6
Shelf_77623,2F,57,2
Shelf_77624,3F,55,8
Shelf_77625,3F,24,8
Shelf_77626,2F,49,13
Shelf_77627,2F,21,4
Shelf_77628,3F,35,18
Shelf_77629,3F,30,5
Shelf_77630,3F,26,8
Shelf_77631,2F,31,27
Shelf_77632,3F,24,16
Shelf_77633,3F,53,13
Shelf_77634,3F,32,26
Shelf_77635,2F,26,17
Shelf_77636,2F,41,5
Shelf_77637,2F,46,8
Shelf_77638,2F,22,12
Shelf_77639,3F,9,2
Shelf_77640,3F,18,16
Shelf_77641,3F,40,5
Shelf_77642,3F,50,12
Shelf_77643,3F,39,2
Shelf_77644,3F,14,24
Shelf_77645,2F,36,18
Shelf_77646,2F,45,1
Shelf_77647,3F,13,12
Shelf_77648,3F,48,14
Shelf_77649,3F,42,30
Shelf_77650,3F,46,14
Shelf_77651,2F,10,13
Shelf_77652,2F,37,21
Shelf_77653,3F,16,2
Shelf_77654,3F,10,21
Shelf_77655,3F,21,23
Shelf_77656,2F,11,21
Shelf_77657,3F,40,6
Shelf_77658,2F,41,28
Shelf_77659,2F,10,9
Shelf_77660,3F,22,4
Shelf_77661,2F,16,21
Shelf_77662,2F,50,14
Shelf_77663,3F,30,23
Shelf_77664,3F,11,24
Shelf_77665,3F,11,16
Shelf_77666,3F,26,2
Shelf_77667,2F,57,13
Shelf_77668,2F,59,13
Shelf_77669,2F,53,14
Shelf_77670,2F,18,23
Shelf_77671,2F,57,20
Shelf_77672,2F,49,16
Shelf_77673,3F,41,6
Shelf_77674,2F,24,23
Shelf_77675,2F,38,28
Shelf_77676,3F,44,21
Shelf_77677,3F,53,12
Shelf_77678,2F,36,30
Shelf_77679,3F,15,20
Shelf_77680,3F,14,18
Shelf_77681,2F,8,5
Shelf_77682,2F,46,21
Shelf_77683,3F,14,20
Shelf_77684,3F,49,17
Shelf_77685,2F,49,24
Shelf_77686,2F,16,20
Shelf_77687,3F,46,17
Shelf_77688,2F,21,14
Shelf_77689,2F,13,24
Shelf_77690,2F,29,24
Shelf_77691,3F,30,28
Shelf_77692,2F,24,13
Shelf_77693,3F,44,5
Shelf_77694,2F,32,10
Shelf_77695,3F,20,23
Shelf_77696,2F,16,9
Shelf_77697,3F,50,5
Shelf_77698,2F,31,23
Shelf_77699,2F,16,8
Shelf_77700,2F,19,17
Shelf_77701,2F,46,5
Shelf_77702,3F,46,2
Shelf_77703,2F,35,12
Shelf_77704,3F,59,20
Shelf_77705,2F,39,4
Shelf_77706,3F,46,13
Shelf_77707,3F,13,4
Shelf_77708,3F,52,12
Shelf_77709,2F,35,24
Shelf_77710,2F,35,14
Shelf_77711,3F,59,22
Shelf_77712,3F,11,8
Shelf_77713,3F,31,2
Shelf_77714,3F,33,5
Shelf_77715,2F,40,16
Shelf_77716,2F,23,16
Shelf_77717,3F,16,21
Shelf_77718,2F,52,5
Shelf_77719,3F,41,26
Shelf_77720,2F,27,5
Shelf_77721,2F,52,16
Shelf_77722,3F,12,24
Shelf_77723,3F,55,14
Shelf_77724,3F,10,16
Shelf_77725,2F,57,18
Shelf_77726,3F,50,18
Shelf_77727,2F,33,8
Shelf_77728,2F,32,27
Shelf_77729,3F,23,20
Shelf_77730,2F,26,4
Shelf_77731,3F,49,10
Shelf_77732,3F,14,13
Shelf_77733,2F,19,16
Shelf_77734,2F,59,24
Shelf_77735,3F,9,23
Shelf_77736,3F,31,14
Shelf_77737,3F,17,1
Shelf_77738,2F,40,12
Shelf_77739,3F,55,2
Shelf_77740,2F,20,18
Shelf_77741,3F,14,1
Shelf_77742,2F,22,23
Shelf_77743,2F,30,13
Shelf_77744,2F,13,13
Shelf_77745,2F,20,17
Shelf_77746,3F,34,1
Shelf_77747,3F,55,16
Shelf_77748,2F,31,20
Shelf_77749,3F,15,21
Shelf_77750,3F,36,13
Shelf_77751,2F,23,4
Shelf_77752,2F,19,23
Shelf_77753,2F,21,1
Shelf_77754,3F,45,1
Shelf_77755,3F,22,8
Shelf_77756,3F,35,20
Shelf_77757,3F,46,21
Shelf_77758,2F,56,5
Shelf_77759,2F,52,6
Shelf_77760,3F,27,12
Shelf_77761,3F,44,13
Shelf_77762,2F,47,20
Shelf_77763,3F,19,6
Shelf_77764,3F,56,18
Shelf_77765,2F,57,16
Shelf_77766,2F,15,16
Shelf_77767,3F,30,24
Shelf_77768,2F,26,21
Shelf_77769,2F,54,6
Shelf_77770,3F,26,30
Shelf_77771,3F,10,18
Shelf_77772,3F,47,6
Shelf_77773,2F,39,23
Shelf_77774,2F,39,6
Shelf_77775,2F,14,6
Shelf_77776,2F,12,16
Shelf_77777,3F,35,14
Shelf_77778,2F,37,4
Shelf_77779,2F,15,13
Shelf_77780,2F,12,1
Shelf_77781,3F,41,2
Shelf_77782,2F,23,6
Shelf_77783,3F,57,23
Shelf_77784,3F,13,21
Shelf_77785,3F,49,12
Shelf_77786,3F,9,21
Shelf_77787,2F,42,28
Shelf_77788,3F,54,2
Shelf_77789,2F,49,1
Shelf_77790,2F,46,16
Shelf_77791,3F,59,25
Shelf_77792,2F,53,6
Shelf_77793,3F,42,13
Shelf_77794,2F,28,30
Shelf_77795,2F,37,17
Shelf_77796,3F,59,19
Shelf_77797,2F,56,4
Shelf_77798,2F,30,30
Shelf_77799,2F,53,20
Shelf_77800,3F,23,24
Shelf_77801,2F,21,10
Shelf_77802,3F,41,20
Shelf_77803,3F,10,4
Shelf_77804,3F,40,28
Shelf_77805,2F,50,6
Shelf_77806,3F,23,4
Shelf_77807,3F,36,2
Shelf_77808,2F,44,4
Shelf_77809,3F,28,9
Shelf_77810,3F,33,28
Shelf_77811,3F,8,2
Shelf_77812,3F,19,16
Shelf_77813,3F,13,23
Shelf_77814,2F,52,21
Shelf_77815,3F,55,6
Shelf_77816,2F,30,20
Shelf_77817,2F,52,12
Shelf_77818,2F,49,23
Shelf_77819,3F,37,23
Shelf_77820,3F,33,16
Shelf_77821,2F,42,1
Shelf_77822,3F,15,5
Shelf_77823,3F,36,6
Shelf_77824,2F,39,9
Shelf_77825,3F,41,30
Shelf_77826,2F,30,8
Shelf_77827,2F,11,9
Shelf_77828,2F,50,13
Shelf_77829,3F,24,10
Shelf_77830,2F,20,20
Shelf_77831,3F,15,12
Shelf_77832,2F,30,1
Shelf_77833,2F,53,5
Shelf_77834,3F,31,5
Shelf_77835,2F,35,20
Shelf_77836,3F,27,8
Shelf_77837,2F,31,1
Shelf_77838,3F,21,20
Shelf_77839,3F,38,17
Shelf_77840,3F,21,4
Shelf_77841,3F,23,5
Shelf_77842,3F,42,12
Shelf_77843,2F,59,11
Shelf_77844,2F,21,24
Shelf_77845,2F,47,2
Shelf_77846,2F,55,9
Shelf_77847,3F,55,21
Shelf_77848,3F,56,14
Shelf_77849,3F,9,8
Shelf_77850,2F,29,4
Shelf_77851,3F,57,9
Shelf_77852,3F,54,6
Shelf_77853,3F,24,5
Shelf_77854,2F,57,17
Shelf_77855,2F,33,5
Shelf_77856,3F,27,4
Shelf_77857,2F,42,6
Shelf_77858,2F,57,6
Shelf_77859,2F,31,13
Shelf_77860,2F,37,23
Shelf_77861,3F,18,10
Shelf_77862,3F,38,23
Shelf_77863,3F,13,6
Shelf_77864,2F,18,1
Shelf_77865,3F,14,10
Shelf_77866,3F,14,5
Shelf_77867,2F,24,16
Shelf_77868,3F,30,1
Shelf_77869,3F,13,16
Shelf_77870,3F,39,5
Shelf_77871,2F,59,3
Shelf_77872,3F,47,18
Shelf_77873,3F,53,21
Shelf_77874,2F,26,24
Shelf_77875,3F,14,17
Shelf_77876,2F,11,1
Shelf_77877,2F,54,9
Shelf_77878,3F,54,12
Shelf_77879,3F,39,21
Shelf_77880,2F,36,4
Shelf_77881,2F,42,23
Shelf_77882,3F,29,14
Shelf_77883,3F,49,9
Shelf_77884,3F,18,6
Shelf_77885,2F,39,10
Shelf_77886,2F,48,14
Shelf_77887,3F,47,13
Shelf_77888,3F,32,5
Shelf_77889,2F,18,8
Shelf_77890,2F,29,30
Shelf_77891,2F,53,17
Shelf_77892,3F,12,14
Shelf_77893,3F,29,8
Shelf_77894,2F,54,5
Shelf_77895,3F,52,2
Shelf_77896,3F,21,16
Shelf_77897,2F,35,30
Shelf_77898,3F,46,20
Shelf_77899,2F,22,5
Shelf_77900,2F,14,23
Shelf_77901,2F,27,30
Shelf_77902,3F,47,8
Shelf_77903,2F,39,12
Shelf_77904,2F,27,12
Shelf_77905,2F,8,16
Shelf_77906,2F,39,24
Shelf_77907,2F,37,18
Shelf_77908,3F,21,18
Shelf_77909,2F,39,14
Shelf_77910,3F,55,1
Shelf_77911,3F,13,1
Shelf_77912,3F,45,10
Shelf_77913,2F,56,6
Shelf_77914,3F,21,13
Shelf_77915,3F,35,26
Shelf_77916,3F,20,13
Shelf_77917,2F,48,13
Shelf_77918,3F,27,2
Shelf_77919,2F,41,12
Shelf_77920,3F,22,14
Shelf_77921,2F,15,5
Shelf_77922,3F,48,24
Shelf_77923,2F,54,20
Shelf_77924,2F,22,20
Shelf_77925,2F,27,2
Shelf_77926,2F,14,1
Shelf_77927,3F,11,13
Shelf_77928,3F,44,24
Shelf_77929,3F,35,6
Shelf_77930,3F,55,10
Shelf_77931,2F,56,2
Shelf_77932,2F,59,16
Shelf_77933,2F,37,6
Shelf_77934,3F,24,21
Shelf_77935,3F,27,30
Shelf_77936,2F,31,12
Shelf_77937,3F,18,24
Shelf_77938,3F,31,30
Shelf_77939,2F,32,30
Shelf_77940,3F,56,20
Shelf_77941,2F,22,9
Shelf_77942,2F,50,10
Shelf_77943,2F,27,23
Shelf_77944,2F,46,18
Shelf_77945,3F,49,8
Shelf_77946,2F,22,10
Shelf_77947,2F,38,6
Shelf_77948,3F,32,23
Shelf_77949,2F,12,12
Shelf_77950,3F,38,26
Shelf_77951,2F,32,12
Shelf_77952,3F,48,18
Shelf_77953,3F,41,14
Shelf_77954,3F,52,1
Shelf_77955,3F,59,17
Shelf_77956,2F,42,4
Shelf_77957,2F,59,18
Shelf_77958,3F,48,20
Shelf_77959,3F,39,30
Shelf_77960,2F,31,30
Shelf_77961,3F,19,17
Shelf_77962,3F,30,26
Shelf_77963,2F,40,27
Shelf_77964,2F,49,2
Shelf_77965,2F,38,12
Shelf_77966,2F,36,28
Shelf_77967,3F,52,13
Shelf_77968,3F,35,28
Shelf_77969,2F,14,20
Shelf_77970,2F,10,1
Shelf_77971,2F,29,23
Shelf_77972,3F,22,13
Shelf_77973,3F,35,9
Shelf_77974,2F,57,4
Shelf_77975,3F,34,30
Shelf_77976,2F,12,5
Shelf_77977,3F,47,16
Shelf_77978,2F,19,13
Shelf_77979,2F,54,1
Shelf_77980,2F,23,13
Shelf_77981,2F,47,13
Shelf_77982,3F,35,1
Shelf_77983,3F,56,8
Shelf_77984,3F,55,12
Shelf_77985,2F,40,5
Shelf_77986,3F,31,6
Shelf_77987,2F,33,12
Shelf_77988,2F,16,2
Shelf_77989,2F,40,4
Shelf_77990,2F,35,23
Shelf_77991,2F,50,12
Shelf_77992,3F,40,8
Shelf_77993,2F,52,13
Shelf_77994,3F,35,27
Shelf_77995,3F,12,4
Shelf_77996,3F,39,28
Shelf_77997,2F,45,14
Shelf_77998,2F,59,12
Shelf_77999,3F,11,12
Shelf_78000,2F,10,24
Shelf_78001,3F,23,12
Shelf_78002,3F,54,4
Shelf_78003,2F,47,8
Shelf_78004,2F,36,21
Shelf_78005,2F,15,17
Shelf_78006,2F,24,5
Shelf_78007,2F,47,24
Shelf_78008,2F,21,16
Shelf_78009,3F,10,2
Shelf_78010,2F,24,10
Shelf_78011,2F,39,17
Shelf_78012,2F,37,28
Shelf_78013,3F,29,12
Shelf_78014,3F,33,14
Shelf_78015,3F,41,16
Shelf_78016,2F,33,28
Shelf_78017,3F,50,17
Shelf_78018,3F,38,28
Shelf_78019,3F,56,17
Shelf_78020,2F,27,17
Shelf_78021,3F,38,14
Shelf_78022,3F,33,26
Shelf_78023,3F,26,16
Shelf_78024,3F,38,10
Shelf_78025,3F,8,16
Shelf_78026,2F,33,1
Shelf_78027,2F,19,6
Shelf_78028,2F,30,5
Shelf_78029,3F,59,24
Shelf_78030,2F,36,2
Shelf_78031,2F,41,16
Shelf_78032,2F,40,8
Shelf_78033,2F,55,17
Shelf_78034,2F,18,24
Shelf_78035,2F,32,1
Shelf_78036,2F,32,16
Shelf_78037,2F,23,8
Shelf_78038,2F,28,17
Shelf_78039,2F,32,14
Shelf_78040,3F,9,17
Shelf_78041,2F,13,2
Shelf_78042,3F,36,18
Shelf_78043,3F,57,14
Shelf_78044,3F,49,16
Shelf_78045,2F,37,26
Shelf_78046,3F,31,28
Shelf_78047,3F,54,21
Shelf_78048,3F,11,14
Shelf_78049,2F,57,5
Shelf_78050,2F,15,10
Shelf_78051,2F,11,4
Shelf_78052,3F,26,18
Shelf_78053,2F,27,13
Shelf_78054,3F,42,21
Shelf_78055,3F,9,10
Shelf_78056,2F,10,21
Shelf_78057,3F,34,2
Shelf_78058,3F,50,9
Shelf_78059,2F,22,24
Shelf_78060,2F,21,2
Shelf_78061,2F,10,18
Shelf_78062,2F,39,26
Shelf_78063,2F,11,16
Shelf_78064,2F,13,10
Shelf_78065,2F,48,9
Shelf_78066,2F,59,6
Shelf_78067,2F,33,16
Shelf_78068,3F,17,2
Shelf_78069,3F,50,2
Shelf_78070,2F,59,14
Shelf_78071,2F,30,16
Shelf_78072,3F,18,18
Shelf_78073,3F,36,27
Shelf_78074,3F,41,8
Shelf_78075,2F,29,28
Shelf_78076,3F,41,23
Shelf_78077,2F,21,5
Shelf_78078,2F,13,20
Shelf_78079,2F,38,14
Shelf_78080,3F,56,13
Shelf_78081,2F,26,20
Shelf_78082,2F,11,20
Shelf_78083,3F,21,1
Shelf_78084,3F,10,6
Shelf_78085,3F,32,4
Shelf_78086,3F,33,18
Shelf_78087,3F,29,27
Shelf_78088,3F,12,8
Shelf_78089,3F,40,16
Shelf_78090,3F,9,13
Shelf_78091,3F,15,6
Shelf_78092,2F,59,19
Shelf_78093,3F,26,12
Shelf_78094,3F,28,8
Shelf_78095,2F,14,13
Shelf_78096,2F,13,14
Shelf_78097,2F,47,17
Shelf_78098,2F,45,6
Shelf_78099,2F,44,6
Shelf_78100,3F,22,2
Shelf_78101,2F,37,20
Shelf_78102,2F,49,10
Shelf_78103,2F,23,20
Shelf_78104,2F,23,23
Shelf_78105,3F,10,1
Shelf_78106,2F,8,8
Shelf_78107,2F,36,20
Shelf_78108,2F,44,12
Shelf_78109,2F,19,1
Shelf_78110,3F,59,7
Shelf_78111,3F,12,18
Shelf_78112,2F,54,2
Shelf_78113,2F,46,14
Shelf_78114,2F,19,14
Shelf_78115,2F,8,23
Shelf_78116,3F,23,1
Shelf_78117,3F,59,6
Shelf_78118,3F,33,6
Shelf_78119,2F,42,9
Shelf_78120,2F,56,1
Shelf_78121,2F,37,2
Shelf_78122,2F,52,4
Shelf_78123,2F,12,4
Shelf_78124,2F,35,8
Shelf_78125,3F,51,1
Shelf_78126,3F,14,4
Shelf_78127,2F,13,9
Shelf_78128,3F,47,23
Shelf_78129,2F,44,24
Shelf_78130,2F,33,18
Shelf_78131,3F,50,14
Shelf_78132,2F,13,6
Shelf_78133,2F,26,9
Shelf_78134,3F,19,9
Shelf_78135,3F,41,17
Shelf_78136,2F,36,13
Shelf_78137,3F,57,20
Shelf_78138,2F,28,24
Shelf_78139,3F,20,9
Shelf_78140,3F,49,20
Shelf_78141,3F,39,18
Shelf_78142,2F,41,24
Shelf_78143,3F,14,2
Shelf_78144,2F,30,2
Shelf_78145,3F,55,9
Shelf_78146,2F,56,13
Shelf_78147,2F,31,17
Shelf_78148,2F,38,20
Shelf_78149,2F,13,23
Shelf_78150,3F,27,27
Shelf_78151,3F,33,2
Shelf_78152,2F,30,23
Shelf_78153,3F,53,10
Shelf_78154,3F,56,10
Shelf_78155,3F,23,8
Shelf_78156,3F,20,8
Shelf_78157,2F,21,20
Shelf_78158,2F,44,17
Shelf_78159,3F,31,26
Shelf_78160,3F,27,9
Shelf_78161,3F,40,9
Shelf_78162,3F,9,5
Shelf_78163,3F,28,23
Shelf_78164,3F,16,17
Shelf_78165,2F,47,4
Shelf_78166,3F,20,2
Shelf_78167,2F,24,2
Shelf_78168,2F,35,13
Shelf_78169,3F,59,13
Shelf_78170,2F,14,24
Shelf_78171,3F,36,5
Shelf_78172,3F,56,9
Shelf_78173,3F,56,21
Shelf_78174,3F,10,14
Shelf_78175,3F,42,8
Shelf_78176,2F,33,17
Shelf_78177,2F,8,1
Shelf_78178,2F,48,12
Shelf_78179,3F,37,9
Shelf_78180,3F,52,20
Shelf_78181,3F,10,12
Shelf_78182,2F,16,6
Shelf_78183,2F,40,20
Shelf_78184,2F,33,30
Shelf_78185,2F,24,24
Shelf_78186,3F,16,4
Shelf_78187,2F,56,16
Shelf_78188,2F,40,6
Shelf_78189,2F,54,12
Shelf_78190,3F,46,6
Shelf_78191,2F,8,24
Shelf_78192,3F,8,1
Shelf_78193,3F,35,21
Shelf_78194,3F,15,2
Shelf_78195,3F,56,1
Shelf_78196,2F,56,12
Shelf_78197,3F,48,21
Shelf_78198,2F,55,2
Shelf_78199,3F,10,13
Shelf_78200,3F,24,12
Shelf_78201,3F,20,10
Shelf_78202,2F,42,14
Shelf_78203,2F,50,23
Shelf_78204,3F,58,1
Shelf_78205,3F,53,16
Shelf_78206,3F,19,24
Shelf_78207,3F,23,10
Shelf_78208,2F,25,1
Shelf_78209,2F,32,24
Shelf_78210,3F,39,16
Shelf_78211,2F,12,20
Shelf_78212,2F,16,12
Shelf_78213,2F,49,18
Shelf_78214,2F,44,21
Shelf_78215,3F,57,18
Shelf_78216,2F,8,21
Shelf_78217,2F,27,6
Shelf_78218,2F,9,4
Shelf_78219,3F,42,24
Shelf_78220,2F,24,1
Shelf_78221,2F,9,18
Shelf_78222,2F,19,24
Shelf_78223,2F,25,2
Shelf_78224,2F,45,8
Shelf_78225,3F,29,13
Shelf_78226,2F,16,23
Shelf_78227,3F,21,8
Shelf_78228,2F,42,16
Shelf_78229,3F,57,6
Shelf_78230,2F,41,20
Shelf_78231,2F,59,20
Shelf_78232,3F,32,20
Shelf_78233,2F,20,12
Shelf_78234,3F,39,23
Shelf_78235,3F,21,10
Shelf_78236,2F,33,13
Shelf_78237,3F,48,2
Shelf_78238,3F,48,9
Shelf_78239,3F,42,27
Shelf_78240,2F,29,26
Shelf_78241,3F,10,23
Shelf_78242,3F,35,4
Shelf_78243,3F,27,1
Shelf_78244,3F,29,26
Shelf_78245,2F,29,9
Shelf_78246,3F,23,16
Shelf_78247,2F,59,9
Shelf_78248,3F,15,23
Shelf_78249,2F,57,12
Shelf_78250,2F,29,8
Shelf_78251,3F,35,16
Shelf_78252,2F,49,12
Shelf_78253,2F,24,14
Shelf_78254,3F,21,12
Shelf_78255,2F,46,9
Shelf_78256,3F,12,16
Shelf_78257,2F,9,8
Shelf_78258,2F,49,20
Shelf_78259,3F,43,2
Shelf_78260,3F,30,14
Shelf_78261,3F,37,16
Shelf_78262,2F,56,9
Shelf_78263,3F,57,16
Shelf_78264,2F,30,18
Shelf_78265,3F,39,13
Shelf_78266,2F,39,1
Shelf_78267,3F,56,16
Shelf_78268,3F,33,8
Shelf_78269,2F,38,17
Shelf_78270,2F,11,5
Shelf_78271,3F,32,12
Shelf_78272,3F,27,23
Shelf_78273,3F,48,1
Shelf_78274,3F,38,6
Shelf_78275,2F,27,1
Shelf_78276,2F,38,10
Shelf_78277,2F,15,21
Shelf_78278,3F,38,4
Shelf_78279,3F,29,2
Shelf_78280,3F,53,17
Shelf_78281,2F,35,6
Shelf_78282,3F,49,21
Shelf_78283,2F,23,17
Shelf_78284,3F,36,12
Shelf_78285,2F,27,16
Shelf_78286,2F,54,18
Shelf_78287,2F,8,6
Shelf_78288,3F,36,9
Shelf_78289,3F,19,21
Shelf_78290,2F,45,13
Shelf_78291,2F,38,30
Shelf_78292,3F,13,24
Shelf_78293,3F,24,14
Shelf_78294,2F,20,2
Shelf_78295,2F,27,24
Shelf_78296,3F,32,13
Shelf_78297,2F,22,21
Shelf_78298,3F,40,26
Shelf_78299,2F,57,14
Shelf_78300,3F,59,18
Shelf_78301,3F,38,16
Shelf_78302,3F,42,6
Shelf_78303,3F,11,17
Shelf_78304,2F,46,23
Shelf_78305,3F,30,6
Shelf_78306,3F,18,2
Shelf_78307,2F,36,8
Shelf_78308,2F,28,18
Shelf_78309,2F,35,5
Shelf_78310,3F,37,4
Shelf_78311,2F,37,27
Shelf_78312,2F,16,13
Shelf_78313,3F,48,13
Shelf_78314,3F,18,4
Shelf_78315,3F,37,18
Shelf_78316,3F,29,18
Shelf_78317,3F,28,17
Shelf_78318,2F,26,30
Shelf_78319,2F,41,13
Shelf_78320,3F,20,16
Shelf_78321,3F,44,12
Shelf_78322,3F,31,21
Shelf_78323,3F,31,27
Shelf_78324,2F,30,28
Shelf_78325,2F,41,27
Shelf_78326,2F,33,21
Shelf_78327,2F,37,9
Shelf_78328,2F,55,21
Shelf_78329,3F,12,23
Shelf_78330,3F,27,28
Shelf_78331,3F,46,4
Shelf_78332,2F,26,6
Shelf_78333,2F,11,24
Shelf_78334,3F,57,2
Shelf_78335,2F,53,8
Shelf_78336,3F,10,5
Shelf_78337,2F,13,4
Shelf_78338,2F,36,23
Shelf_78339,3F,31,10
Shelf_78340,2F,20,13
Shelf_78341,2F,9,14
Shelf_78342,3F,47,1
Shelf_78343,3F,40,17
Shelf_78344,3F,14,8
Shelf_78345,2F,20,1
Shelf_78346,2F,56,17
Shelf_78347,2F,48,16
Shelf_78348,2F,40,24
Shelf_78349,2F,41,18
Shelf_78350,3F,9,4
Shelf_78351,3F,29,6
Shelf_78352,3F,8,4
Shelf_78353,2F,38,13
Shelf_78354,2F,46,1
Shelf_78355,2F,42,20
Shelf_78356,3F,55,23
Shelf_78357,3F,57,17
Shelf_78358,3F,12,12
Shelf_78359,2F,42,27
Shelf_78360,2F,14,12
Shelf_78361,2F,23,1
Shelf_78362,2F,50,5
Shelf_78363,2F,52,10
Shelf_78364,2F,22,18
Shelf_78365,2F,40,21
Shelf_78366,2F,45,23
Shelf_78367,3F,13,18
Shelf_78368,3F,22,5
Shelf_78369,2F,36,1
Shelf_78370,3F,15,16
Shelf_78371,3F,45,20
Shelf_78372,3F,18,14
Shelf_78373,2F,30,26
Shelf_78374,3F,27,20
Shelf_78375,2F,37,24
Shelf_78376,3F,20,20
Shelf_78377,3F,40,10
Shelf_78378,2F,12,2
Shelf_78379,2F,39,20
Shelf_78380,2F,14,14
Shelf_78381,3F,20,21
Shelf_78382,2F,43,2
Shelf_78383,2F,23,12
Shelf_78384,3F,54,8
Shelf_78385,3F,25,2
Shelf_78386,3F,33,4
Shelf_78387,3F,35,30
Shelf_78388,2F,8,14
Shelf_78389,2F,45,17
Shelf_78390,2F,13,12
Shelf_78391,2F,22,4
Shelf_78392,2F,15,2
Shelf_78393,3F,30,12
Shelf_78394,3F,52,8
Shelf_78395,3F,16,1
Shelf_78396,2F,30,6
Shelf_78397,3F,55,18
Shelf_78398,3F,15,13
Shelf_78399,3F,29,23
Shelf_78400,2F,59,8
Shelf_78401,2F,11,13
Shelf_78402,2F,18,12
Shelf_78403,3F,9,9
Shelf_78404,2F,27,27
Shelf_78405,3F,47,21
Shelf_78406,2F,27,9
Shelf_78407,2F,22,16
Shelf_78408,3F,14,21
Shelf_78409,2F,24,21
Shelf_78410,3F,33,1
Shelf_78411,3F,41,28
Shelf_78412,2F,45,2
Shelf_78413,3F,10,10
Shelf_78414,3F,24,1
Shelf_78415,2F,55,13
Shelf_78416,3F,16,23
Shelf_78417,2F,44,5
Shelf_78418,3F,49,13
Shelf_78419,2F,8,17
Shelf_78420,2F,9,1
Shelf_78421,3F,48,23
Shelf_78422,3F,33,24
Shelf_78423,2F,11,23
Shelf_78424,2F,47,9
Shelf_78425,2F,19,10
Shelf_78426,2F,27,18
Shelf_78427,3F,12,17
Shelf_78428,3F,46,12
Shelf_78429,3F,49,2
Shelf_78430,2F,32,18
Shelf_78431,3F,22,20
Shelf_78432,3F,40,12
Shelf_78433,2F,38,2
Shelf_78434,3F,26,10
Shelf_78435,2F,49,17
Shelf_78436,2F,19,9
Shelf_78437,3F,59,10
Shelf_78438,3F,40,13
Shelf_78439,3F,52,17
Shelf_78440,2F,50,9
Shelf_78441,2F,57,10
Shelf_78442,3F,52,6
Shelf_78443,3F,44,17
Shelf_78444,3F,9,12
Shelf_78445,3F,11,20
Shelf_78446,2F,42,26
Shelf_78447,3F,9,20
Shelf_78448,3F,59,5
Shelf_78449,2F,20,16
Shelf_78450,2F,41,6
Shelf_78451,2F,21,23
Shelf_78452,2F,26,12
Shelf_78453,3F,36,1
Shelf_78454,3F,22,12
Shelf_78455,3F,11,6
Shelf_78456,2F,32,17
Shelf_78457,3F,36,17
Shelf_78458,3F,12,21
Shelf_78459,3F,16,16
Shelf_78460,2F,27,10
Shelf_78461,2F,40,9
Shelf_78462,3F,20,4
Shelf_78463,3F,44,14
Shelf_78464,3F,53,20
Shelf_78465,2F,44,10
Shelf_78466,2F,44,13
Shelf_78467,2F,54,21
Shelf_78468,3F,42,28
Shelf_78469,3F,14,23
Shelf_78470,3F,24,18
Shelf_78471,2F,14,17
Shelf_78472,3F,18,1
Shelf_78473,2F,39,5
Shelf_78474,3F,28,14
Shelf_78475,2F,37,5
Shelf_78476,2F,29,17
Shelf_78477,3F,52,10
Shelf_78478,2F,34,30
Shelf_78479,3F,14,12
Shelf_78480,3F,52,5
Shelf_78481,3F,53,14
Shelf_78482,2F,26,10
Shelf_78483,2F,31,18
Shelf_78484,2F,12,24
Shelf_78485,2F,29,6
Shelf_78486,2F,37,16
Shelf_78487,2F,20,8
Shelf_78488,2F,28,16
Shelf_78489,3F,11,23
Shelf_78490,2F,46,24
Shelf_78491,2F,20,4
Shelf_78492,2F,31,28
Shelf_78493,3F,28,2
Shelf_78494,2F,12,14
Shelf_78495,2F,42,2
Shelf_78496,3F,24,17
Shelf_78497,3F,22,6
Shelf_78498,2F,50,18
Shelf_78499,2F,37,10
Shelf_78500,3F,12,20
Shelf_78501,2F,22,13
Shelf_78502,3F,30,17
Shelf_78503,3F,37,21
Shelf_78504,2F,15,23
Shelf_78505,2F,28,28
Shelf_78506,2F,51,2
Shelf_78507,3F,33,17
Shelf_78508,3F,40,21
Shelf_78509,3F,36,4
Shelf_78510,3F,18,21
Shelf_78511,2F,29,27
Shelf_78512,2F,45,4
Shelf_78513,2F,15,24
Shelf_78514,3F,56,4
Shelf_78515,3F,54,18
Shelf_78516,2F,29,21
Shelf_78517,3F,37,17
Shelf_78518,2F,29,1
Shelf_78519,2F,41,10
Shelf_78520,3F,23,21
Shelf_78521,3F,20,14
Shelf_78522,3F,15,17
Shelf_78523,3F,56,5
Shelf_78524,2F,41,1
Shelf_78525,3F,41,4
Shelf_78526,2F,49,6
Shelf_78527,3F,19,8
Shelf_78528,2F,46,6
Shelf_78529,3F,50,10
Shelf_78530,3F,8,10
Shelf_78531,3F,52,14
Shelf_78532,3F,52,16
Shelf_78533,3F,27,16
Shelf_78534,2F,47,6
Shelf_78535,2F,23,24
Shelf_78536,3F,37,8
Shelf_78537,3F,44,1
Shelf_78538,3F,58,2
Shelf_78539,2F,57,21
Shelf_78540,2F,26,1
Shelf_78541,2F,39,8
Shelf_78542,2F,30,24
Shelf_78543,2F,32,21
Shelf_78544,3F,47,10
Shelf_78545,3F,37,28
Shelf_78546,3F,24,2
